LAUS_CODE	STATE_FIPS	COUNTY_FIPS	COUNTY	YEAR	ESTIMATED	LABOR_FORCE	EMPLOYED	UNEMPLOYED_LEVEL	UNEMPLOYED_RATE
CN1816100000000	18	161	Union County, IN	2005	NA	3874	3657	217	5.6
CN1816300000000	18	163	Vanderburgh County, IN	2005	NA	91447	86649	4798	5.2
CN1816500000000	18	165	Vermillion County, IN	2005	NA	8131	7527	604	7.4
CN1816700000000	18	167	Vigo County, IN	2005	NA	49898	46501	3397	6.8
CN1816900000000	18	169	Wabash County, IN	2005	NA	17717	16545	1172	6.6
CN1817100000000	18	171	Warren County, IN	2005	NA	4779	4564	215	4.5
CN1817300000000	18	173	Warrick County, IN	2005	NA	30602	29170	1432	4.7
CN1817500000000	18	175	Washington County, IN	2005	NA	14013	13144	869	6.2
CN1817700000000	18	177	Wayne County, IN	2005	NA	33027	30676	2351	7.1
CN1817900000000	18	179	Wells County, IN	2005	NA	14861	14146	715	4.8
CN1818100000000	18	181	White County, IN	2005	NA	12261	11551	710	5.8
CN1818300000000	18	183	Whitley County, IN	2005	NA	17680	16777	903	5.1
CN1900100000000	19	001	Adair County, IA	2005	NA	4400	4224	176	4
CN1900300000000	19	003	Adams County, IA	2005	NA	1996	1892	104	5.2
CN1900500000000	19	005	Allamakee County, IA	2005	NA	7996	7578	418	5.2
CN1900700000000	19	007	Appanoose County, IA	2005	NA	6472	6136	336	5.2
CN1900900000000	19	009	Audubon County, IA	2005	NA	3354	3201	153	4.6
CN1901100000000	19	011	Benton County, IA	2005	NA	14432	13749	683	4.7
CN1901300000000	19	013	Black Hawk County, IA	2005	NA	71506	68402	3104	4.3
CN1901500000000	19	015	Boone County, IA	2005	NA	15374	14843	531	3.5
CN1901700000000	19	017	Bremer County, IA	2005	NA	13732	13228	504	3.7
CN1901900000000	19	019	Buchanan County, IA	2005	NA	11166	10656	510	4.6
CN1902100000000	19	021	Buena Vista County, IA	2005	NA	10283	9891	392	3.8
CN1902300000000	19	023	Butler County, IA	2005	NA	8106	7718	388	4.8
CN1902500000000	19	025	Calhoun County, IA	2005	NA	5152	4947	205	4
CN1902700000000	19	027	Carroll County, IA	2005	NA	12269	11902	367	3
CN1902900000000	19	029	Cass County, IA	2005	NA	7628	7277	351	4.6
CN1903100000000	19	031	Cedar County, IA	2005	NA	10582	10185	397	3.8
CN1903300000000	19	033	Cerro Gordo County, IA	2005	NA	26111	24973	1138	4.4
CN1903500000000	19	035	Cherokee County, IA	2005	NA	6572	6266	306	4.7
CN1903700000000	19	037	Chickasaw County, IA	2005	NA	6235	5907	328	5.3
CN1903900000000	19	039	Clarke County, IA	2005	NA	4643	4403	240	5.2
CN1904100000000	19	041	Clay County, IA	2005	NA	9490	9115	375	4
CN1904300000000	19	043	Clayton County, IA	2005	NA	9496	8879	617	6.5
CN1904500000000	19	045	Clinton County, IA	2005	NA	26826	25554	1272	4.7
CN1904700000000	19	047	Crawford County, IA	2005	NA	9173	8822	351	3.8
CN1904900000000	19	049	Dallas County, IA	2005	NA	29439	28444	995	3.4
CN1905100000000	19	051	Davis County, IA	2005	NA	4124	3904	220	5.3
CN1905300000000	19	053	Decatur County, IA	2005	NA	4192	3988	204	4.9
CN1905500000000	19	055	Delaware County, IA	2005	NA	10443	9984	459	4.4
CN1905700000000	19	057	Des Moines County, IA	2005	NA	20863	19732	1131	5.4
CN1905900000000	19	059	Dickinson County, IA	2005	NA	10164	9728	436	4.3
CN1906100000000	19	061	Dubuque County, IA	2005	NA	50793	48597	2196	4.3
CN1906300000000	19	063	Emmet County, IA	2005	NA	5944	5682	262	4.4
CN1906500000000	19	065	Fayette County, IA	2005	NA	11079	10524	555	5
CN1906700000000	19	067	Floyd County, IA	2005	NA	8813	8370	443	5
CN1906900000000	19	069	Franklin County, IA	2005	NA	5718	5451	267	4.7
CN1907100000000	19	071	Fremont County, IA	2005	NA	3947	3790	157	4
CN1907300000000	19	073	Greene County, IA	2005	NA	5056	4824	232	4.6
CN1907500000000	19	075	Grundy County, IA	2005	NA	6876	6617	259	3.8
CN1907700000000	19	077	Guthrie County, IA	2005	NA	6116	5861	255	4.2
CN1907900000000	19	079	Hamilton County, IA	2005	NA	8671	8335	336	3.9
CN1908100000000	19	081	Hancock County, IA	2005	NA	6332	6045	287	4.5
CN1908300000000	19	083	Hardin County, IA	2005	NA	8944	8521	423	4.7
CN1908500000000	19	085	Harrison County, IA	2005	NA	8066	7689	377	4.7
CN1908700000000	19	087	Henry County, IA	2005	NA	10490	9971	519	4.9
CN1908900000000	19	089	Howard County, IA	2005	NA	5196	4968	228	4.4
CN1909100000000	19	091	Humboldt County, IA	2005	NA	5190	4999	191	3.7
CN1909300000000	19	093	Ida County, IA	2005	NA	3923	3767	156	4
CN1909500000000	19	095	Iowa County, IA	2005	NA	8819	8431	388	4.4
CN1909700000000	19	097	Jackson County, IA	2005	NA	11183	10593	590	5.3
CN1909900000000	19	099	Jasper County, IA	2005	NA	18644	17551	1093	5.9
CN1910100000000	19	101	Jefferson County, IA	2005	NA	8287	7903	384	4.6
CN1910300000000	19	103	Johnson County, IA	2005	NA	73815	71497	2318	3.1
CN1910500000000	19	105	Jones County, IA	2005	NA	10423	9927	496	4.8
CN1910700000000	19	107	Keokuk County, IA	2005	NA	5815	5539	276	4.7
CN1910900000000	19	109	Kossuth County, IA	2005	NA	8883	8529	354	4
CN1911100000000	19	111	Lee County, IA	2005	NA	17402	16262	1140	6.6
CN1911300000000	19	113	Linn County, IA	2005	NA	113248	108404	4844	4.3
CN1911500000000	19	115	Louisa County, IA	2005	NA	6259	5984	275	4.4
CN1911700000000	19	117	Lucas County, IA	2005	NA	4838	4588	250	5.2
CN1911900000000	19	119	Lyon County, IA	2005	NA	6452	6264	188	2.9
CN1912100000000	19	121	Madison County, IA	2005	NA	8141	7771	370	4.5
CN1912300000000	19	123	Mahaska County, IA	2005	NA	11647	11149	498	4.3
CN1912500000000	19	125	Marion County, IA	2005	NA	17599	16904	695	3.9
CN1912700000000	19	127	Marshall County, IA	2005	NA	20482	19505	977	4.8
CN1912900000000	19	129	Mills County, IA	2005	NA	8177	7845	332	4.1
CN1913100000000	19	131	Mitchell County, IA	2005	NA	5347	5120	227	4.2
CN1913300000000	19	133	Monona County, IA	2005	NA	4712	4443	269	5.7
CN1913500000000	19	135	Monroe County, IA	2005	NA	3873	3678	195	5
CN1913700000000	19	137	Montgomery County, IA	2005	NA	5853	5599	254	4.3
CN1913900000000	19	139	Muscatine County, IA	2005	NA	23383	22478	905	3.9
CN1914100000000	19	141	O'Brien County, IA	2005	NA	7600	7312	288	3.8
CN1914300000000	19	143	Osceola County, IA	2005	NA	3439	3303	136	4
CN1914500000000	19	145	Page County, IA	2005	NA	8118	7807	311	3.8
CN1914700000000	19	147	Palo Alto County, IA	2005	NA	5100	4898	202	4
CN1914900000000	19	149	Plymouth County, IA	2005	NA	14087	13594	493	3.5
CN1915100000000	19	151	Pocahontas County, IA	2005	NA	3862	3702	160	4.1
CN1915300000000	19	153	Polk County, IA	2005	NA	227980	218864	9116	4
CN1915500000000	19	155	Pottawattamie County, IA	2005	NA	48658	46274	2384	4.9
CN1915700000000	19	157	Poweshiek County, IA	2005	NA	10271	9800	471	4.6
CN1915900000000	19	159	Ringgold County, IA	2005	NA	2428	2317	111	4.6
CN1916100000000	19	161	Sac County, IA	2005	NA	5757	5531	226	3.9
CN1916300000000	19	163	Scott County, IA	2005	NA	88136	84230	3906	4.4
CN1916500000000	19	165	Shelby County, IA	2005	NA	7069	6807	262	3.7
CN1916700000000	19	167	Sioux County, IA	2005	NA	18840	18293	547	2.9
CN1916900000000	19	169	Story County, IA	2005	NA	46922	45500	1422	3
CN1917100000000	19	171	Tama County, IA	2005	NA	8980	8482	498	5.5
CN1917300000000	19	173	Taylor County, IA	2005	NA	3365	3237	128	3.8
CN1917500000000	19	175	Union County, IA	2005	NA	6339	6026	313	4.9
CN1917700000000	19	177	Van Buren County, IA	2005	NA	3812	3616	196	5.1
CN1917900000000	19	179	Wapello County, IA	2005	NA	19153	18109	1044	5.5
CN1918100000000	19	181	Warren County, IA	2005	NA	24600	23699	901	3.7
CN1918300000000	19	183	Washington County, IA	2005	NA	12251	11792	459	3.7
CN1918500000000	19	185	Wayne County, IA	2005	NA	3166	3020	146	4.6
CN1918700000000	19	187	Webster County, IA	2005	NA	19705	18862	843	4.3
CN1918900000000	19	189	Winnebago County, IA	2005	NA	5953	5682	271	4.6
CN1919100000000	19	191	Winneshiek County, IA	2005	NA	12433	11913	520	4.2
CN1919300000000	19	193	Woodbury County, IA	2005	NA	53329	50751	2578	4.8
CN1919500000000	19	195	Worth County, IA	2005	NA	4611	4399	212	4.6
CN1919700000000	19	197	Wright County, IA	2005	NA	7153	6849	304	4.2
CN2000100000000	20	001	Allen County, KS	2005	NA	7195	6810	385	5.4
CN2000300000000	20	003	Anderson County, KS	2005	NA	4039	3800	239	5.9
CN2000500000000	20	005	Atchison County, KS	2005	NA	8677	8202	475	5.5
CN2000700000000	20	007	Barber County, KS	2005	NA	2601	2506	95	3.7
CN2000900000000	20	009	Barton County, KS	2005	NA	14792	14199	593	4
CN2001100000000	20	011	Bourbon County, KS	2005	NA	8679	8243	436	5
CN2001300000000	20	013	Brown County, KS	2005	NA	5601	5332	269	4.8
CN2001500000000	20	015	Butler County, KS	2005	NA	32038	30277	1761	5.5
CN2001700000000	20	017	Chase County, KS	2005	NA	1688	1619	69	4.1
CN2001900000000	20	019	Chautauqua County, KS	2005	NA	1965	1861	104	5.3
CN2002100000000	20	021	Cherokee County, KS	2005	NA	10896	10194	702	6.4
CN2002300000000	20	023	Cheyenne County, KS	2005	NA	1539	1470	69	4.5
CN2002500000000	20	025	Clark County, KS	2005	NA	1181	1140	41	3.5
CN2002700000000	20	027	Clay County, KS	2005	NA	4873	4674	199	4.1
CN2002900000000	20	029	Cloud County, KS	2005	NA	5687	5472	215	3.8
CN2003100000000	20	031	Coffey County, KS	2005	NA	5154	4867	287	5.6
CN2003300000000	20	033	Comanche County, KS	2005	NA	1074	1043	31	2.9
CN2003500000000	20	035	Cowley County, KS	2005	NA	17755	16779	976	5.5
CN2003700000000	20	037	Crawford County, KS	2005	NA	19439	18327	1112	5.7
CN2003900000000	20	039	Decatur County, KS	2005	NA	1699	1642	57	3.4
CN2004100000000	20	041	Dickinson County, KS	2005	NA	10544	10071	473	4.5
CN2004300000000	20	043	Doniphan County, KS	2005	NA	4436	4158	278	6.3
CN2004500000000	20	045	Douglas County, KS	2005	NA	63186	60679	2507	4
CN2004700000000	20	047	Edwards County, KS	2005	NA	1787	1727	60	3.4
CN2004900000000	20	049	Elk County, KS	2005	NA	1452	1372	80	5.5
CN2005100000000	20	051	Ellis County, KS	2005	NA	16637	16076	561	3.4
CN2005300000000	20	053	Ellsworth County, KS	2005	NA	3398	3265	133	3.9
CN2005500000000	20	055	Finney County, KS	2005	NA	18059	17314	745	4.1
CN2005700000000	20	057	Ford County, KS	2005	NA	16676	16078	598	3.6
CN2005900000000	20	059	Franklin County, KS	2005	NA	13868	13081	787	5.7
CN2006100000000	20	061	Geary County, KS	2005	NA	11144	10484	660	5.9
CN2006300000000	20	063	Gove County, KS	2005	NA	1517	1471	46	3
CN2006500000000	20	065	Graham County, KS	2005	NA	1411	1361	50	3.5
CN2006700000000	20	067	Grant County, KS	2005	NA	3787	3652	135	3.6
CN2006900000000	20	069	Gray County, KS	2005	NA	3155	3060	95	3
CN2007100000000	20	071	Greeley County, KS	2005	NA	742	712	30	4
CN2007300000000	20	073	Greenwood County, KS	2005	NA	3613	3422	191	5.3
CN2007500000000	20	075	Hamilton County, KS	2005	NA	1246	1205	41	3.3
CN2007700000000	20	077	Harper County, KS	2005	NA	3420	3295	125	3.7
CN2007900000000	20	079	Harvey County, KS	2005	NA	18030	17222	808	4.5
CN2008100000000	20	081	Haskell County, KS	2005	NA	2145	2079	66	3.1
CN2008300000000	20	083	Hodgeman County, KS	2005	NA	965	927	38	3.9
CN2008500000000	20	085	Jackson County, KS	2005	NA	7157	6744	413	5.8
CN2008700000000	20	087	Jefferson County, KS	2005	NA	10146	9622	524	5.2
CN2008900000000	20	089	Jewell County, KS	2005	NA	1974	1911	63	3.2
CN2009100000000	20	091	Johnson County, KS	2005	NA	290970	277684	13286	4.6
CN2009300000000	20	093	Kearny County, KS	2005	NA	2018	1933	85	4.2
CN2009500000000	20	095	Kingman County, KS	2005	NA	4332	4150	182	4.2
CN2009700000000	20	097	Kiowa County, KS	2005	NA	1616	1560	56	3.5
CN2009900000000	20	099	Labette County, KS	2005	NA	10444	9770	674	6.5
CN2010100000000	20	101	Lane County, KS	2005	NA	1064	1026	38	3.6
CN2010300000000	20	103	Leavenworth County, KS	2005	NA	33105	31070	2035	6.1
CN2010500000000	20	105	Lincoln County, KS	2005	NA	1805	1728	77	4.3
CN2010700000000	20	107	Linn County, KS	2005	NA	4897	4542	355	7.2
CN2010900000000	20	109	Logan County, KS	2005	NA	1553	1498	55	3.5
CN2011100000000	20	111	Lyon County, KS	2005	NA	19509	18621	888	4.6
CN2011300000000	20	113	McPherson County, KS	2005	NA	17084	16441	643	3.8
CN2011500000000	20	115	Marion County, KS	2005	NA	6779	6496	283	4.2
CN2011700000000	20	117	Marshall County, KS	2005	NA	5919	5699	220	3.7
CN2011900000000	20	119	Meade County, KS	2005	NA	2151	2073	78	3.6
CN2012100000000	20	121	Miami County, KS	2005	NA	16335	15500	835	5.1
CN2012300000000	20	123	Mitchell County, KS	2005	NA	3440	3311	129	3.8
CN2012500000000	20	125	Montgomery County, KS	2005	NA	16896	15910	986	5.8
CN2012700000000	20	127	Morris County, KS	2005	NA	2914	2768	146	5
CN2012900000000	20	129	Morton County, KS	2005	NA	1708	1649	59	3.5
CN2013100000000	20	131	Nemaha County, KS	2005	NA	5423	5225	198	3.7
CN2013300000000	20	133	Neosho County, KS	2005	NA	8789	8347	442	5
CN2013500000000	20	135	Ness County, KS	2005	NA	1701	1646	55	3.2
CN2013700000000	20	137	Norton County, KS	2005	NA	2725	2626	99	3.6
CN2013900000000	20	139	Osage County, KS	2005	NA	9123	8559	564	6.2
CN2014100000000	20	141	Osborne County, KS	2005	NA	2298	2210	88	3.8
CN2014300000000	20	143	Ottawa County, KS	2005	NA	3368	3215	153	4.5
CN2014500000000	20	145	Pawnee County, KS	2005	NA	3866	3720	146	3.8
CN2014700000000	20	147	Phillips County, KS	2005	NA	3079	2966	113	3.7
CN2014900000000	20	149	Pottawatomie County, KS	2005	NA	10813	10373	440	4.1
CN2015100000000	20	151	Pratt County, KS	2005	NA	5493	5298	195	3.5
CN2015300000000	20	153	Rawlins County, KS	2005	NA	1339	1286	53	4
CN2015500000000	20	155	Reno County, KS	2005	NA	32566	30952	1614	5
CN2015700000000	20	157	Republic County, KS	2005	NA	2756	2644	112	4.1
CN2015900000000	20	159	Rice County, KS	2005	NA	5476	5226	250	4.6
CN2016100000000	20	161	Riley County, KS	2005	NA	33993	32724	1269	3.7
CN2016300000000	20	163	Rooks County, KS	2005	NA	2673	2560	113	4.2
CN2016500000000	20	165	Rush County, KS	2005	NA	1660	1593	67	4
CN2016700000000	20	167	Russell County, KS	2005	NA	3466	3305	161	4.6
CN2016900000000	20	169	Saline County, KS	2005	NA	30355	29026	1329	4.4
CN2017100000000	20	171	Scott County, KS	2005	NA	2824	2729	95	3.4
CN2017300000000	20	173	Sedgwick County, KS	2005	NA	244942	231582	13360	5.5
CN2017500000000	20	175	Seward County, KS	2005	NA	10454	10043	411	3.9
CN2017700000000	20	177	Shawnee County, KS	2005	NA	93338	88245	5093	5.5
CN2017900000000	20	179	Sheridan County, KS	2005	NA	1520	1477	43	2.8
CN2018100000000	20	181	Sherman County, KS	2005	NA	3606	3483	123	3.4
CN2018300000000	20	183	Smith County, KS	2005	NA	2256	2174	82	3.6
CN2018500000000	20	185	Stafford County, KS	2005	NA	2223	2136	87	3.9
CN2018700000000	20	187	Stanton County, KS	2005	NA	1136	1102	34	3
CN2018900000000	20	189	Stevens County, KS	2005	NA	2403	2306	97	4
CN2019100000000	20	191	Sumner County, KS	2005	NA	12272	11551	721	5.9
CN2019300000000	20	193	Thomas County, KS	2005	NA	4331	4195	136	3.1
CN2019500000000	20	195	Trego County, KS	2005	NA	1722	1665	57	3.3
CN2019700000000	20	197	Wabaunsee County, KS	2005	NA	3775	3604	171	4.5
CN2019900000000	20	199	Wallace County, KS	2005	NA	928	900	28	3
CN2020100000000	20	201	Washington County, KS	2005	NA	3410	3280	130	3.8
CN2020300000000	20	203	Wichita County, KS	2005	NA	1305	1259	46	3.5
CN2020500000000	20	205	Wilson County, KS	2005	NA	5397	5157	240	4.4
CN2020700000000	20	207	Woodson County, KS	2005	NA	1683	1576	107	6.4
CN2020900000000	20	209	Wyandotte County, KS	2005	NA	73559	67194	6365	8.7
CN2100100000000	21	001	Adair County, KY	2005	NA	8675	8190	485	5.6
CN2100300000000	21	003	Allen County, KY	2005	NA	8586	8029	557	6.5
CN2100500000000	21	005	Anderson County, KY	2005	NA	10616	10108	508	4.8
CN2100700000000	21	007	Ballard County, KY	2005	NA	4180	3895	285	6.8
CN2100900000000	21	009	Barren County, KY	2005	NA	19363	18320	1043	5.4
CN2101100000000	21	011	Bath County, KY	2005	NA	5015	4605	410	8.2
CN2101300000000	21	013	Bell County, KY	2005	NA	9425	8726	699	7.4
CN2101500000000	21	015	Boone County, KY	2005	NA	59889	57025	2864	4.8
CN2101700000000	21	017	Bourbon County, KY	2005	NA	9810	9276	534	5.4
CN2101900000000	21	019	Boyd County, KY	2005	NA	22989	21631	1358	5.9
CN2102100000000	21	021	Boyle County, KY	2005	NA	12713	11872	841	6.6
CN2102300000000	21	023	Bracken County, KY	2005	NA	4422	4142	280	6.3
CN2102500000000	21	025	Breathitt County, KY	2005	NA	5563	5150	413	7.4
CN2102700000000	21	027	Breckinridge County, KY	2005	NA	8919	8296	623	7
CN2102900000000	21	029	Bullitt County, KY	2005	NA	35870	33830	2040	5.7
CN2103100000000	21	031	Butler County, KY	2005	NA	5719	5312	407	7.1
CN2103300000000	21	033	Caldwell County, KY	2005	NA	6394	6019	375	5.9
CN2103500000000	21	035	Calloway County, KY	2005	NA	17597	16615	982	5.6
CN2103700000000	21	037	Campbell County, KY	2005	NA	45946	43475	2471	5.4
CN2103900000000	21	039	Carlisle County, KY	2005	NA	2321	2152	169	7.3
CN2104100000000	21	041	Carroll County, KY	2005	NA	5619	5307	312	5.6
CN2104300000000	21	043	Carter County, KY	2005	NA	13629	12504	1125	8.3
CN2104500000000	21	045	Casey County, KY	2005	NA	7075	6646	429	6.1
CN2104700000000	21	047	Christian County, KY	2005	NA	26460	24620	1840	7
CN2104900000000	21	049	Clark County, KY	2005	NA	17061	16130	931	5.5
CN2105100000000	21	051	Clay County, KY	2005	NA	7153	6547	606	8.5
CN2105300000000	21	053	Clinton County, KY	2005	NA	4542	4251	291	6.4
CN2105500000000	21	055	Crittenden County, KY	2005	NA	4001	3762	239	6
CN2105700000000	21	057	Cumberland County, KY	2005	NA	2963	2728	235	7.9
CN2105900000000	21	059	Daviess County, KY	2005	NA	46341	43643	2698	5.8
CN2106100000000	21	061	Edmonson County, KY	2005	NA	5408	5024	384	7.1
CN2106300000000	21	063	Elliott County, KY	2005	NA	3006	2716	290	9.6
CN2106500000000	21	065	Estill County, KY	2005	NA	6039	5609	430	7.1
CN2106700000000	21	067	Fayette County, KY	2005	NA	146365	139834	6531	4.5
CN2106900000000	21	069	Fleming County, KY	2005	NA	6629	6229	400	6
CN2107100000000	21	071	Floyd County, KY	2005	NA	14982	13928	1054	7
CN2107300000000	21	073	Franklin County, KY	2005	NA	25110	23945	1165	4.6
CN2107500000000	21	075	Fulton County, KY	2005	NA	2858	2647	211	7.4
CN2107700000000	21	077	Gallatin County, KY	2005	NA	4053	3815	238	5.9
CN2107900000000	21	079	Garrard County, KY	2005	NA	7522	7057	465	6.2
CN2108100000000	21	081	Grant County, KY	2005	NA	12592	11903	689	5.5
CN2108300000000	21	083	Graves County, KY	2005	NA	16336	14709	1627	10
CN2108500000000	21	085	Grayson County, KY	2005	NA	11498	10509	989	8.6
CN2108700000000	21	087	Green County, KY	2005	NA	5585	5241	344	6.2
CN2108900000000	21	089	Greenup County, KY	2005	NA	17203	16106	1097	6.4
CN2109100000000	21	091	Hancock County, KY	2005	NA	4154	3895	259	6.2
CN2109300000000	21	093	Hardin County, KY	2005	NA	46216	43522	2694	5.8
CN2109500000000	21	095	Harlan County, KY	2005	NA	10052	9264	788	7.8
CN2109700000000	21	097	Harrison County, KY	2005	NA	8880	8358	522	5.9
CN2109900000000	21	099	Hart County, KY	2005	NA	7814	7309	505	6.5
CN2110100000000	21	101	Henderson County, KY	2005	NA	23169	21920	1249	5.4
CN2110300000000	21	103	Henry County, KY	2005	NA	7904	7452	452	5.7
CN2110500000000	21	105	Hickman County, KY	2005	NA	2049	1890	159	7.8
CN2110700000000	21	107	Hopkins County, KY	2005	NA	22736	21403	1333	5.9
CN2110900000000	21	109	Jackson County, KY	2005	NA	4767	4410	357	7.5
CN2111100000000	21	111	Jefferson County, KY	2005	NA	351726	330869	20857	5.9
CN2111300000000	21	113	Jessamine County, KY	2005	NA	21888	20862	1026	4.7
CN2111500000000	21	115	Johnson County, KY	2005	NA	9712	9058	654	6.7
CN2111700000000	21	117	Kenton County, KY	2005	NA	84011	79788	4223	5
CN2111900000000	21	119	Knott County, KY	2005	NA	6666	6207	459	6.9
CN2112100000000	21	121	Knox County, KY	2005	NA	12093	11322	771	6.4
CN2112300000000	21	123	Larue County, KY	2005	NA	6884	6451	433	6.3
CN2112500000000	21	125	Laurel County, KY	2005	NA	25952	24505	1447	5.6
CN2112700000000	21	127	Lawrence County, KY	2005	NA	5809	5342	467	8
CN2112900000000	21	129	Lee County, KY	2005	NA	2692	2487	205	7.6
CN2113100000000	21	131	Leslie County, KY	2005	NA	3586	3294	292	8.1
CN2113300000000	21	133	Letcher County, KY	2005	NA	9036	8383	653	7.2
CN2113500000000	21	135	Lewis County, KY	2005	NA	5577	5052	525	9.4
CN2113700000000	21	137	Lincoln County, KY	2005	NA	10652	9921	731	6.9
CN2113900000000	21	139	Livingston County, KY	2005	NA	4835	4554	281	5.8
CN2114100000000	21	141	Logan County, KY	2005	NA	12306	11518	788	6.4
CN2114300000000	21	143	Lyon County, KY	2005	NA	3217	2981	236	7.3
CN2114500000000	21	145	McCracken County, KY	2005	NA	31187	29378	1809	5.8
CN2114700000000	21	147	McCreary County, KY	2005	NA	6015	5494	521	8.7
CN2114900000000	21	149	McLean County, KY	2005	NA	4642	4308	334	7.2
CN2115100000000	21	151	Madison County, KY	2005	NA	41502	39467	2035	4.9
CN2115300000000	21	153	Magoffin County, KY	2005	NA	4479	3957	522	11.7
CN2115500000000	21	155	Marion County, KY	2005	NA	9340	8805	535	5.7
CN2115700000000	21	157	Marshall County, KY	2005	NA	14427	13489	938	6.5
CN2115900000000	21	159	Martin County, KY	2005	NA	3672	3390	282	7.7
CN2116100000000	21	161	Mason County, KY	2005	NA	8732	8184	548	6.3
CN2116300000000	21	163	Meade County, KY	2005	NA	12179	11324	855	7
CN2116500000000	21	165	Menifee County, KY	2005	NA	2600	2389	211	8.1
CN2116700000000	21	167	Mercer County, KY	2005	NA	10466	9863	603	5.8
CN2116900000000	21	169	Metcalfe County, KY	2005	NA	4476	4225	251	5.6
CN2117100000000	21	171	Monroe County, KY	2005	NA	5038	4718	320	6.4
CN2117300000000	21	173	Montgomery County, KY	2005	NA	11712	10903	809	6.9
CN2117500000000	21	175	Morgan County, KY	2005	NA	5010	4529	481	9.6
CN2117700000000	21	177	Muhlenberg County, KY	2005	NA	12827	11728	1099	8.6
CN2117900000000	21	179	Nelson County, KY	2005	NA	20580	19280	1300	6.3
CN2118100000000	21	181	Nicholas County, KY	2005	NA	2999	2715	284	9.5
CN2118300000000	21	183	Ohio County, KY	2005	NA	11590	10832	758	6.5
CN2118500000000	21	185	Oldham County, KY	2005	NA	26226	24974	1252	4.8
CN2118700000000	21	187	Owen County, KY	2005	NA	5133	4835	298	5.8
CN2118900000000	21	189	Owsley County, KY	2005	NA	1556	1436	120	7.7
CN2119100000000	21	191	Pendleton County, KY	2005	NA	7494	7069	425	5.7
CN2119300000000	21	193	Perry County, KY	2005	NA	11300	10495	805	7.1
CN2119500000000	21	195	Pike County, KY	2005	NA	24724	23181	1543	6.2
CN2119700000000	21	197	Powell County, KY	2005	NA	5503	5079	424	7.7
CN2119900000000	21	199	Pulaski County, KY	2005	NA	26782	25179	1603	6
CN2120100000000	21	201	Robertson County, KY	2005	NA	1079	1003	76	7
CN2120300000000	21	203	Rockcastle County, KY	2005	NA	7392	6864	528	7.1
CN2120500000000	21	205	Rowan County, KY	2005	NA	12137	11439	698	5.8
CN2120700000000	21	207	Russell County, KY	2005	NA	7864	7346	518	6.6
CN2120900000000	21	209	Scott County, KY	2005	NA	20631	19630	1001	4.9
CN2121100000000	21	211	Shelby County, KY	2005	NA	20059	19022	1037	5.2
CN2121300000000	21	213	Simpson County, KY	2005	NA	8811	8319	492	5.6
CN2121500000000	21	215	Spencer County, KY	2005	NA	8190	7752	438	5.3
CN2121700000000	21	217	Taylor County, KY	2005	NA	12891	12214	677	5.3
CN2121900000000	21	219	Todd County, KY	2005	NA	5334	4986	348	6.5
CN2122100000000	21	221	Trigg County, KY	2005	NA	6469	6044	425	6.6
CN2122300000000	21	223	Trimble County, KY	2005	NA	4358	4080	278	6.4
CN2122500000000	21	225	Union County, KY	2005	NA	7192	6764	428	6
CN2122700000000	21	227	Warren County, KY	2005	NA	55266	52543	2723	4.9
CN2122900000000	21	229	Washington County, KY	2005	NA	5149	4840	309	6
CN2123100000000	21	231	Wayne County, KY	2005	NA	8709	8177	532	6.1
CN2123300000000	21	233	Webster County, KY	2005	NA	6672	6337	335	5
CN2123500000000	21	235	Whitley County, KY	2005	NA	15358	14441	917	6
CN2123700000000	21	237	Wolfe County, KY	2005	NA	2306	2076	230	10
CN2123900000000	21	239	Woodford County, KY	2005	NA	13300	12747	553	4.2
CN2200100000000	22	001	Acadia Parish, LA	2005	NA	25409	23861	1548	6.1
CN2200300000000	22	003	Allen Parish, LA	2005	NA	8697	7854	843	9.7
CN2200500000000	22	005	Ascension Parish, LA	2005	NA	45815	42827	2988	6.5
CN2200700000000	22	007	Assumption Parish, LA	2005	NA	10045	9053	992	9.9
CN2200900000000	22	009	Avoyelles Parish, LA	2005	NA	16059	14730	1329	8.3
CN2201100000000	22	011	Beauregard Parish, LA	2005	NA	14318	13243	1075	7.5
CN2201300000000	22	013	Bienville Parish, LA	2005	NA	6270	5809	461	7.4
CN2201500000000	22	015	Bossier Parish, LA	2005	NA	51496	48695	2801	5.4
CN2201700000000	22	017	Caddo Parish, LA	2005	NA	117535	110343	7192	6.1
CN2201900000000	22	019	Calcasieu Parish, LA	2005	NA	91004	84177	6827	7.5
CN2202100000000	22	021	Caldwell Parish, LA	2005	NA	4328	4010	318	7.3
CN2202300000000	22	023	Cameron Parish, LA	2005	NA	4461	4201	260	5.8
CN2202500000000	22	025	Catahoula Parish, LA	2005	NA	4156	3808	348	8.4
CN2202700000000	22	027	Claiborne Parish, LA	2005	NA	6930	6486	444	6.4
CN2202900000000	22	029	Concordia Parish, LA	2005	NA	7361	6577	784	10.7
CN2203100000000	22	031	De Soto Parish, LA	2005	NA	11419	10627	792	6.9
CN2203300000000	22	033	East Baton Rouge Parish, LA	2005	NA	212877	198114	14763	6.9
CN2203500000000	22	035	East Carroll Parish, LA	2005	NA	2926	2536	390	13.3
CN2203700000000	22	037	East Feliciana Parish, LA	2005	NA	8204	7644	560	6.8
CN2203900000000	22	039	Evangeline Parish, LA	2005	NA	12148	11269	879	7.2
